owner_id,owner_username,shortcode,is_video,caption,comments,likes,created_at,location,imageUrl,multiple_images
1389225126,natgeoyourshot,C4Df6D5y_lw,False,Photo by Beth Mancuso @intothewild.wego | I had so many tree frogs in my garden this summer. I loved watching this one hang out on my allium flowers and catch bugs. #YourShotPhotographer #macrophotography,103,9127,1709474410,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/431498924_761419025937207_4199191805399737397_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=RymRpaFImK0AX9QSRaZ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAAK9J-nvXRutnvUHsF1ybPkAbqtP3VSdshCe_dtFd3-Q&oe=65E9E4DC&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3-WUNkx-aG,False,"Photo by Hao Jiang @haojiang00629 | A humpback whale calf breaches at sunset in Moss Landing, California. #YourShotPhotographer",79,8245,1709301608,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/430187665_1634316717304722_5592250251574176174_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=5NB5sWxxy3cAX_3Yfmz&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBslGGegj2vk99V648O_aQY7llbBQVvi8pL0I6jzlidLg&oe=65EA326E&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C35MujXRwC5,False,Photo by @hamishfrost | The fluted snow spines of Malanphulan are seen just after sunset. #YourShotPhotographer #Nepal,61,9654,1709128809,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/429885721_388911433852250_7403136379207898693_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=g90bdKv7JoMAX8Ijq5Z&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC2HRyQv63H7Ftbz3qBCSrP6ibE3risga1X0HnnvvdjwQ&oe=65E9ED8E&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C30KAXRsDGQ,False,"Photo by Michel Godimus @yosomono.photography | A herd of deer crosses a frozen plain. With the mating season over, males and females separate and no longer form mixed herds. #YourShotPhotographer",57,7743,1708959611,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/430229155_3670964436515205_3588396521626181988_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=malVAXavJn4AX-mbVXf&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAhxgZKGQAqInAXPc6I2qAoqarrhMRxBjum_NreLW4s5A&oe=65E971EB&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3u5jNKOlX3,False,"Photo by @juliawimmerlin | While observing this gentoo penguin colony on an island near the Antarctic Peninsula, I realized that penguin chicks share a lot of behavioral patterns with human children. After this chick got bored of trying to get the attention of his mother and sibling, he started moving his flippers in what looked like a very funny dance. #YourShotPhotographer",81,14416,1708783211,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/429492915_936172451550092_5019353680354538555_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=fR4EtGmtJpMAX9xgLiq&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAuZWi8OKijZKhAbnUMZC_g2yf52N5CQNtIfkdbw5iKuw&oe=65E9E3D3&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3fcyBlORtp,False,"Photo by Maria Russo @mariaaaugust | A painted lady butterfly graces a flower garden in my neighborhood in Leucadia, California. Encounters like these serve as reminders of the beauty that biodiversity holds and the pressing need to conserve delicate ecosystems for future generations. #YourShotPhotographer #ButterflyConservation",97,9861,1708264811,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/427871985_1048225719580362_4320213644003615986_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=GwMc_RVOxWEAX-MfN2W&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC9TZtDphrANwCDj63rAtBShNCi0FanYYmbVTZAAWPjmg&oe=65E98086&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3aTMQSOUsg,False,"Photo by @neelimaazad | This is one of Dubai’s most scenic areas, called Hatta, where there are many watchtowers overlooking the mountains. I was fascinated by the palm trees, and I loved how the watchtower, nestled between the mountains, looked on a rainy day. #YourShotPhotographer",159,11409,1708092011,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/428026970_928426738882817_533466931643240109_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=NV5RUZVmWfcAX8hgotn&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDQInWwHMua1Vwm2TFtaPKLFkeGzpVmunFW2hPIlsvulA&oe=65EB1792&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3VeM7LOD4S,False,"Photo by @ivan_lesica | I captured these pink oyster mushrooms at the farmers market in Forest Hills, New York. I love their color and the pattern on their undersides. #YourShotPhotographer",86,9256,1707930013,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/426851318_769665548559878_673771166331411095_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=wwV-Khao5AoAX_meyun&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDBYPhhQCcGiY-tealMznSexr9b6FIEcAQiHB7p5f3IJA&oe=65EAD25F&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3Q27-Qtr_F,True,"Video by Jassen Todorov @jassensf | Observing the summer fog in Northern California is spectacular and heavenly. Nikon D810, 70-200mm, B+W 6-stop ND filter, Manfrotto tripod. #YourShotPhotographer",188,12901,1707775213,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/427938686_1819342655178233_4801492551403528287_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=4SQDiM-dDwEAX__k_QJ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCo9IhkFACNG7Fk2kJkVyTNF2CjRenX3eYB2eevcMenIw&oe=65E709EA&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3Fs1QJR7NK,False,"Photo by Michel Godimus @yosomono.photography | In a family of foxes that lives near the sea, the young are often fed fish and shellfish. However, it was with surprise and amusement that I found this little one with a big Hokkai shrimp. First, because it was trying to escape its four brothers and sisters to eat it alone, and then because this shrimp is a delicacy in Japan, and fishing of it is prohibited almost year-round. When showing this photo to some friends, they told me with envy that the foxes ate better than them. #YourShotPhotographer",99,9707,1707400811,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/425594805_3649363478639738_2765379374013511845_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=JUMLAvSX4aUAX97FKUf&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDzzt2E2HPKY74hwcOQWS5Fz1nhE1tcOWoyHdxKZGQA3g&oe=65E96D22&_nc_sid=8b3546,False
1389225126,natgeoyourshot,C3AjPiUx3H9,False,"Photo by Jenny Wong @jdubcaptures | I captured this moment during the first week of November in Churchill, Canada, as polar bears waited for sea ice to form on the Hudson Bay. Unusually dry, windy, and warm weather for that time of year put the bears in a lethargic mood. They rolled around in the barely snow-covered ground, curled up in the willows, and napped the day away, conserving calories before the hunt began again. #PolarBears #YourShotPhotographer",123,8648,1707228011,,https://instagram.fkiv2-1.fna.fbcdn.net/v/t51.2885-15/425557174_728744412695672_9141837909171906747_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkiv2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=2pBXMkq6VowAX_SWYoT&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAFRdmi46JFZLDej05CNuHCeDoM6So_Pqz8lBrlGFMTTg&oe=65E9A5ED&_nc_sid=8b3546,False
